"","from_name","message","link","id","likes_count","comments_count","shares_count","created_date","weekday","score","polarity","url"
"96","O Globo","#Polêmica. http://glo.bo/1BCDLC8","http://glo.bo/1BCDLC8","115230991849922_839648496074831",9446,1571,2875,2014-09-14,"Sábado",3140.9,0.5,NA
"75","O Globo","Testado em ratos, composto foi capaz de atingir o tecido e parar o desenvolvimento do tumor. http://glo.bo/1qWCHWs","http://glo.bo/1qWCHWs","115230991849922_840181712688176",9223,180,1774,2014-09-14,"Domingo",2040.7,4,NA
"86","O Globo","Cantora faria 31 anos hoje. http://glo.bo/1qUp099","http://glo.bo/1qUp099","115230991849922_839960946043586",12546,425,908,2014-09-14,"Domingo",1926.9,NA,NA
"93","O Globo","Formas caseiras de perfumar os ambientes e, o melhor de tudo, sem gastar muito. Confira algumas dicas: http://bit.ly/1uN9QmO","http://bit.ly/1uN9QmO","115230991849922_839657179407296",3846,309,2051,2014-09-14,"Domingo",1707.9,2,NA
"77","O Globo","Nem toda água engarrafada é mineral. http://glo.bo/1tUvtEC","http://glo.bo/1tUvtEC","115230991849922_840160822690265",2178,167,1135,2014-09-14,"Domingo",948.9,0.5,NA
"97","O Globo","Resposta foi dada após Dilma dizer que 'quem não quer ser criticado não pode ser presidente’. http://glo.bo/XfkJ5E","http://glo.bo/XfkJ5E","115230991849922_839622279410786",3304,826,529,2014-09-14,"Sábado",895.6,3,NA
