"","from_name","message","link","id","likes_count","comments_count","shares_count","created_date","weekday","score","polarity","url"
"281","Zero Hora","Vale a pena aproveitar o domingo para dar aquela revirada nas gavetas.","http://zhora.co/1qO7Ivr","46452974955_10150476055494956",5286,1120,2116,2014-09-14,"Domingo",2134.2,0.5,NA
"284","Zero Hora","Seu casamento vai bem, obrigado? Aqui pode estar a explicação :)","http://zhora.co/YIg9hG","46452974955_10150476050724956",1400,88,281,2014-09-14,"Domingo",335,1,NA
"287","Zero Hora","Bom dia, gente! Que todos tenham um domingo incrível! :D",NA,"46452974955_10150476032229956",2705,118,22,2014-09-14,"Domingo",319.1,3,NA
"289","Zero Hora","Casamento foi realizado no fórum de Santana do Livramento","http://zhora.co/1y0Pdcl","46452974955_10150476019554956",1373,328,89,2014-09-14,"Domingo",289.1,2,NA
"279","Zero Hora","Um computador com endereço IP da sede da Petrobras foi usado para alterar o perfil da Wikipédia do ex-diretor da estatal Paulo Roberto Costa para vinculá-lo ao governo Fernando Henrique Cardoso.","http://zhora.co/1nV4DFe","46452974955_10150476063639956",535,117,332,2014-09-14,"Domingo",287.8,0.25,NA
"266","Zero Hora","Carlos Trevino, que disse odiar futebol, ofendeu o brasileiro","http://zh.clicrbs.com.br/rs/esportes/noticia/2014/09/politico-mexicano-chama-ronaldinho-de-macaco-4598057.html","46452974955_10150476188249956",530,241,189,2014-09-14,"Domingo",238.7,2,NA
"277","Zero Hora","Leia antes de comer aquela costela agora no almoço.","http://zhora.co/1nVdg2w","46452974955_10150476081519956",632,73,252,2014-09-14,"Domingo",236.3,1,NA
