"","from_name","message","link","id","likes_count","comments_count","shares_count","created_date","weekday","score","polarity","url"
"59","SBT","Nasce o primeiro filho de Patricia Abravanel! Bem-vindo ao mundo, Pedro! <3 http://goo.gl/Ul55bx","https://www.facebook.com/SBTonline/photos/a.136870546350043.11994.132520803451684/744857435551348/?type=1&relevant_count=1","132520803451684_744857548884670",57869,2845,1130,2014-09-14,"Domingo",7318.4,2,NA
"62","SBT","Daqui a pouco no Domingo Legal, Celso Portiolli entrevista Patrícia Moreira, a torcedora gremista que ficou conhecida pelo mais marcante episódio de racismo no futebol brasileiro http://goo.gl/cMJ5hg","http://goo.gl/cMJ5hg","132520803451684_744724668897958",5664,1635,281,2014-09-14,"Domingo",1225.5,2.5,NA
